Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Kerala,93.1,447,Small,2023-09-11,11,Paneer,Britannia Industries,193.82,25.7,60534.04,356,Frozen,2023-08-17,2024-06-17,424,138.21,74897.07,Jharkhand,Retail,1104,22.4,64.65
Bihar,438.16,103,Large,2019-04-19,14,Ghee,Sudha,519.17,80.26,30853.59,284,Polythene Packet,2023-12-29,2024-04-21,217,66.97,85897.7,Telangana,Online,291,29.31,178.34
Uttar Pradesh,562.3,225,Large,2020-11-10,16,Buttermilk,Mother Dairy,870.57,33.78,17521.08,362,Frozen,2019-11-04,2024-04-24,459,26.27,96690.12,Haryana,Retail,1374,3.09,75.42
Gujarat,51.37,125,Medium,2020-09-09,3,Yogurt,Britannia Industries,838.03,168.32,35386.37,94,Frozen,2021-02-17,2024-07-07,325,95.23,123525.22,Tamil Nadu,Wholesale,1346,32.79,118.19
Madhya Pradesh,724.13,252,Small,2019-02-18,38,Ghee,Britannia Industries,689.68,106.35,29811.43,323,Polythene Packet,2023-09-28,2024-08-05,866,148.87,107293.69,West Bengal,Retail,939,44.16,72.05
West Bengal,627.43,324,Large,2022-07-10,3,Ice Cream,Mother Dairy,908.88,165.5,13083.35,346,Refrigerated,2022-12-28,2025-03-03,336,81.06,176718.02,Gujarat,Retail,151,14.84,50.77
Madhya Pradesh,142.84,221,Small,2019-03-30,10,Curd,Palle2patnam,317.15,120.52,85774.58,144,Polythene Packet,2020-02-23,2025-11-18,892,150.79,31922.0,Delhi,Online,258,8.32,59.63
Bihar,682.43,324,Large,2022-08-29,35,Buttermilk,Warana,822.33,20.82,74495.91,295,Ambient,2021-10-04,2025-10-17,235,22.49,151442.73,Gujarat,Online,1317,42.43,183.0
West Bengal,915.38,225,Large,2023-01-02,43,Cheese,Britannia Industries,93.3,109.35,3388.91,298,Tetra Pack,2019-03-14,2024-06-23,113,163.6,102103.82,Maharashtra,Wholesale,556,79.86,12.86
Bihar,851.26,15,Large,2020-01-14,41,Buttermilk,Passion Cheese,543.63,33.56,17748.39,128,Refrigerated,2022-08-19,2024-08-07,913,73.06,185227.9,Madhya Pradesh,Wholesale,1488,47.16,14.44
Maharashtra,839.5,494,Small,2020-10-17,37,Lassi,Raj,91.02,92.34,74746.12,230,Polythene Packet,2022-03-23,2024-12-01,404,137.54,112416.13,Madhya Pradesh,Wholesale,73,99.58,2.72
West Bengal,962.21,309,Small,2021-01-03,42,Yogurt,Dodla Dairy,242.82,52.75,15397.87,103,Polythene Packet,2022-06-12,2025-02-01,92,108.18,146422.84,Bihar,Wholesale,1486,74.81,86.64
Gujarat,62.37,200,Medium,2023-10-11,23,Ice Cream,Passion Cheese,777.31,57.86,51254.31,298,Tetra Pack,2021-12-11,2024-11-22,988,75.23,179294.19,Uttar Pradesh,Wholesale,601,95.94,47.69
Chandigarh,607.01,447,Medium,2020-02-11,32,Butter,Parag Milk Foods,708.49,136.58,58002.07,74,Ambient,2022-11-22,2025-12-02,867,75.22,39586.63,Karnataka,Wholesale,647,77.65,161.25
Telangana,407.11,366,Medium,2022-05-05,35,Ghee,Britannia Industries,812.06,72.36,34903.0,98,Tetra Pack,2021-09-28,2025-12-27,993,93.76,189078.66,Kerala,Wholesale,172,78.69,178.92
Chandigarh,633.84,378,Small,2020-03-16,36,Buttermilk,Warana,784.25,180.73,90225.91,166,Tetra Pack,2022-04-25,2025-01-17,36,86.05,175417.08,Bihar,Retail,23,59.7,127.33
Telangana,154.52,468,Large,2023-07-28,1,Ghee,Dynamix Dairies,241.77,26.82,18996.56,363,Polythene Packet,2022-04-29,2025-08-12,279,148.49,71958.21,Maharashtra,Wholesale,1237,57.17,155.76
West Bengal,687.46,412,Small,2021-03-06,46,Cheese,Britannia Industries,473.86,46.34,40597.61,242,Polythene Packet,2023-10-17,2025-06-27,152,120.96,43827.29,Chandigarh,Wholesale,740,83.11,141.89
Rajasthan,284.12,38,Small,2022-07-29,44,Milk,Warana,767.36,82.75,41379.37,219,Polythene Packet,2021-11-22,2025-10-11,466,142.93,24140.31,Gujarat,Retail,1322,48.06,65.82
Rajasthan,163.52,196,Large,2022-06-04,14,Butter,Dynamix Dairies,177.09,69.33,10800.42,214,Polythene Packet,2020-03-02,2024-06-21,116,167.72,39250.44,Bihar,Retail,937,19.92,90.38
Gujarat,350.49,208,Medium,2020-05-28,11,Paneer,Mother Dairy,619.35,130.58,74902.64,147,Polythene Packet,2020-04-28,2024-07-23,189,136.66,79812.19,Gujarat,Retail,50,1.1,49.27
Madhya Pradesh,109.76,450,Large,2021-09-23,16,Ice Cream,Raj,951.43,107.63,37577.11,145,Refrigerated,2021-07-08,2025-12-22,764,132.84,35648.54,Gujarat,Retail,1448,86.23,54.3
Delhi,583.32,26,Medium,2020-03-07,4,Ice Cream,Palle2patnam,341.93,132.16,60882.84,84,Polythene Packet,2021-06-06,2024-10-09,448,112.67,155047.78,Chandigarh,Retail,317,93.19,88.38
Maharashtra,734.7,88,Medium,2021-06-07,49,Curd,Dodla Dairy,442.61,186.81,59223.55,79,Tetra Pack,2021-02-08,2025-06-11,662,87.86,110134.12,Chandigarh,Retail,633,72.79,122.16
West Bengal,244.8,453,Large,2022-07-26,7,Butter,Passion Cheese,627.56,58.83,6499.45,223,Ambient,2021-06-12,2025-08-05,558,47.38,86719.8,Chandigarh,Online,1233,7.19,66.0
Haryana,219.18,172,Small,2022-03-02,39,Ice Cream,Mother Dairy,544.62,146.33,89926.59,289,Tetra Pack,2023-06-01,2025-10-02,59,94.89,177739.72,Rajasthan,Wholesale,35,67.31,11.74
Uttar Pradesh,692.68,178,Large,2021-12-18,8,Buttermilk,Britannia Industries,900.67,71.46,47246.25,229,Tetra Pack,2019-10-20,2024-07-05,192,50.71,195517.34,Jharkhand,Online,145,50.63,120.48
Haryana,144.38,179,Small,2019-04-04,32,Buttermilk,Dodla Dairy,943.32,44.29,71568.47,14,Polythene Packet,2020-01-10,2024-09-07,723,143.14,140843.98,Karnataka,Retail,1083,76.9,54.19
Jharkhand,852.28,147,Large,2022-10-31,37,Butter,Mother Dairy,248.24,69.85,8682.13,215,Refrigerated,2020-11-08,2024-10-12,478,25.87,25329.59,Tamil Nadu,Wholesale,595,94.36,20.92
Chandigarh,992.07,166,Small,2021-01-01,31,Buttermilk,Dodla Dairy,575.64,164.49,74478.27,158,Frozen,2019-01-05,2024-05-25,538,160.19,50294.68,Bihar,Online,336,4.1,81.18
Kerala,124.86,137,Small,2019-03-30,31,Curd,Sudha,723.16,91.63,67991.61,140,Tetra Pack,2020-09-01,2025-06-12,533,164.67,64847.53,Jharkhand,Online,1239,64.32,59.99
Kerala,948.26,419,Large,2022-06-03,20,Paneer,Mother Dairy,324.28,80.53,16491.97,120,Tetra Pack,2022-02-13,2024-04-22,146,80.69,190530.27,Maharashtra,Online,514,51.72,97.47
Maharashtra,268.54,346,Large,2022-07-28,26,Buttermilk,Sudha,963.41,33.35,33290.24,15,Ambient,2021-07-22,2025-09-24,424,55.46,48040.73,Jharkhand,Retail,972,31.17,191.77
Kerala,239.72,176,Small,2021-04-19,44,Curd,Amul,223.79,113.03,3670.44,360,Refrigerated,2019-02-03,2024-05-29,825,138.74,60567.7,Maharashtra,Online,332,93.91,69.17
Bihar,904.97,187,Large,2019-03-10,3,Ghee,Dynamix Dairies,545.77,137.81,95432.09,85,Ambient,2019-02-03,2025-06-04,865,137.86,128621.89,Tamil Nadu,Online,367,2.88,5.26
Gujarat,467.46,116,Small,2019-07-29,47,Cheese,Warana,735.46,134.2,52499.0,205,Polythene Packet,2019-09-02,2025-05-09,310,56.65,85791.58,Telangana,Retail,84,21.97,14.84
Haryana,679.96,96,Small,2021-06-11,29,Curd,Parag Milk Foods,693.04,193.26,8216.07,305,Ambient,2019-04-28,2024-02-21,290,108.5,68525.93,Tamil Nadu,Online,1001,30.0,59.46
Gujarat,402.51,289,Medium,2023-06-16,31,Ice Cream,Mother Dairy,83.49,46.7,19862.87,242,Tetra Pack,2021-02-25,2024-04-07,672,166.62,100298.48,Telangana,Retail,174,42.68,12.19
Kerala,104.37,287,Medium,2019-01-12,1,Ice Cream,Mother Dairy,654.65,118.52,78081.61,68,Refrigerated,2020-01-11,2024-06-30,969,135.6,12666.53,Tamil Nadu,Retail,151,99.29,46.89
Karnataka,319.93,392,Medium,2019-05-03,35,Paneer,Dynamix Dairies,164.81,182.39,87491.72,187,Frozen,2020-04-08,2024-10-22,711,69.69,72592.46,Jharkhand,Retail,1321,12.83,29.61
Haryana,730.88,284,Medium,2021-03-04,43,Butter,Palle2patnam,401.7,27.77,70669.1,261,Ambient,2023-11-18,2025-03-23,183,30.27,180787.22,Bihar,Wholesale,909,55.62,29.82
Karnataka,349.6,482,Large,2020-01-02,18,Butter,Warana,420.81,180.42,51313.44,42,Refrigerated,2020-05-14,2024-03-18,37,92.89,105493.37,Chandigarh,Online,1194,57.82,43.31
Maharashtra,489.58,30,Large,2019-10-21,14,Paneer,Amul,532.48,146.91,93795.5,300,Refrigerated,2023-04-23,2025-09-22,429,92.78,119564.72,Rajasthan,Online,219,40.15,168.52
Telangana,516.94,496,Small,2022-05-09,2,Ghee,Sudha,465.84,73.94,42607.6,190,Frozen,2022-05-06,2024-07-09,723,118.63,91430.16,Chandigarh,Wholesale,1289,61.37,85.69
Maharashtra,94.61,403,Medium,2020-06-13,39,Buttermilk,Parag Milk Foods,596.01,130.83,19048.66,94,Tetra Pack,2020-05-22,2024-04-12,847,74.71,169106.06,Karnataka,Wholesale,1110,40.28,19.52
Gujarat,488.5,265,Small,2022-04-10,13,Curd,Warana,820.87,51.07,30061.34,339,Polythene Packet,2021-08-03,2024-03-21,559,46.14,102033.75,Jharkhand,Retail,71,8.62,16.27
Bihar,964.95,94,Small,2021-10-21,38,Buttermilk,Parag Milk Foods,935.81,59.2,40281.88,194,Polythene Packet,2022-01-27,2024-08-03,606,31.98,133901.31,Kerala,Online,1130,62.82,140.02
Maharashtra,89.02,437,Small,2023-03-11,9,Buttermilk,Sudha,275.58,129.29,47004.83,56,Refrigerated,2020-07-02,2025-07-26,176,25.59,188721.32,Haryana,Wholesale,1036,30.62,1.48
Maharashtra,697.83,402,Large,2019-01-03,48,Yogurt,Mother Dairy,870.29,98.25,62509.21,221,Tetra Pack,2021-08-20,2024-06-10,358,103.52,33258.64,Haryana,Retail,35,93.11,27.05
Rajasthan,519.15,302,Large,2019-10-07,25,Milk,Dodla Dairy,121.51,94.72,91744.47,135,Polythene Packet,2019-01-29,2025-12-14,545,91.22,27645.54,Kerala,Online,594,86.3,145.24
Maharashtra,55.34,193,Large,2023-05-01,20,Yogurt,Sudha,111.57,71.53,28523.11,134,Refrigerated,2019-01-15,2024-12-23,211,123.0,49953.25,Tamil Nadu,Online,1019,83.49,183.67
Uttar Pradesh,624.16,81,Medium,2020-01-07,44,Ice Cream,Palle2patnam,341.38,97.71,1039.32,59,Refrigerated,2021-07-27,2025-08-07,166,122.41,52585.29,Telangana,Online,144,49.41,53.6
Uttar Pradesh,142.59,132,Small,2019-06-26,15,Butter,Britannia Industries,970.82,133.41,81771.83,7,Tetra Pack,2019-02-17,2025-02-05,268,159.62,30593.09,Kerala,Retail,1417,31.48,181.92
Chandigarh,660.13,312,Large,2022-01-01,18,Curd,Mother Dairy,747.84,50.79,87161.18,151,Tetra Pack,2020-03-09,2024-05-07,865,171.4,157322.81,Bihar,Retail,390,58.24,198.9
Madhya Pradesh,405.55,437,Large,2022-01-13,25,Milk,Parag Milk Foods,862.79,56.15,90287.65,126,Refrigerated,2020-10-28,2024-10-03,986,111.47,3465.15,Telangana,Retail,842,74.49,70.18
Telangana,898.42,11,Large,2019-10-28,24,Yogurt,Mother Dairy,610.52,53.44,20216.6,117,Ambient,2023-01-12,2024-12-02,257,22.24,137809.42,Karnataka,Retail,51,64.75,122.02
Bihar,159.89,160,Medium,2020-09-02,45,Milk,Parag Milk Foods,616.67,22.56,29981.27,138,Frozen,2022-06-26,2025-04-15,113,173.81,53893.04,Telangana,Online,102,79.21,177.3
Kerala,306.13,403,Large,2020-03-25,17,Butter,Passion Cheese,982.85,76.6,57941.41,121,Ambient,2023-01-04,2024-10-18,265,29.71,183323.76,Rajasthan,Online,5,5.68,148.35
Delhi,59.37,369,Large,2021-10-28,6,Lassi,Sudha,628.05,183.11,17725.56,255,Polythene Packet,2020-09-07,2025-04-18,594,133.44,177045.58,Kerala,Wholesale,790,6.64,165.82
Karnataka,350.4,440,Medium,2019-05-14,28,Yogurt,Raj,825.18,24.17,70667.97,290,Refrigerated,2020-04-26,2024-10-04,933,176.01,198036.39,Tamil Nadu,Retail,141,82.11,1.21
Telangana,424.0,309,Small,2020-08-18,48,Ghee,Raj,710.32,78.2,12812.52,343,Polythene Packet,2019-04-02,2024-12-12,432,70.75,165880.78,Telangana,Online,782,5.48,148.65
Delhi,933.08,330,Medium,2019-03-05,43,Butter,Britannia Industries,351.36,106.74,8605.06,20,Ambient,2019-02-01,2024-03-11,618,178.56,81394.44,Bihar,Retail,72,7.02,119.54
Madhya Pradesh,384.35,226,Small,2019-12-21,23,Paneer,Palle2patnam,933.54,143.57,68448.39,359,Tetra Pack,2021-08-30,2025-02-11,376,166.96,83553.78,West Bengal,Wholesale,893,79.91,14.85
Maharashtra,17.26,48,Small,2021-05-27,3,Cheese,Parag Milk Foods,136.67,187.33,16155.91,252,Refrigerated,2019-02-20,2024-08-08,692,51.78,89915.16,Gujarat,Retail,1442,32.72,67.28
Tamil Nadu,467.22,340,Medium,2020-06-17,15,Butter,Parag Milk Foods,163.24,185.11,20520.88,23,Ambient,2023-11-03,2025-01-15,40,33.67,50489.69,Telangana,Online,613,59.62,145.58
Kerala,122.39,306,Large,2022-07-11,23,Curd,Amul,916.04,92.81,66395.25,145,Ambient,2023-08-03,2024-08-10,891,43.83,102824.58,Madhya Pradesh,Wholesale,1228,73.19,154.75
Jharkhand,439.39,240,Small,2021-11-17,15,Yogurt,Raj,625.36,188.66,52943.89,98,Tetra Pack,2023-10-26,2025-12-07,398,106.99,11931.83,Madhya Pradesh,Online,450,57.62,114.22
Kerala,437.91,321,Medium,2020-09-24,29,Ghee,Palle2patnam,373.48,152.21,9401.94,132,Tetra Pack,2022-05-21,2025-01-09,541,179.11,107879.1,Madhya Pradesh,Online,1431,78.6,136.28
Chandigarh,590.23,196,Medium,2022-06-13,31,Cheese,Amul,199.01,170.27,19314.04,75,Tetra Pack,2019-06-04,2024-06-03,206,98.53,186696.28,Rajasthan,Online,548,94.93,58.97
Bihar,854.47,292,Medium,2021-07-13,39,Cheese,Parag Milk Foods,685.36,171.73,5389.76,5,Polythene Packet,2022-07-03,2025-12-29,196,65.13,77935.34,West Bengal,Online,1306,7.39,11.65
Uttar Pradesh,17.2,378,Large,2020-02-27,20,Cheese,Sudha,916.81,162.02,29040.13,186,Frozen,2019-01-25,2025-12-04,501,145.38,33931.86,Telangana,Retail,1141,27.63,163.81
Maharashtra,547.02,314,Large,2022-08-27,16,Cheese,Amul,797.15,121.76,16538.58,321,Polythene Packet,2023-04-13,2024-04-03,505,39.46,188280.87,Tamil Nadu,Wholesale,1274,5.07,134.33
Delhi,967.23,107,Medium,2020-08-30,11,Cheese,Britannia Industries,391.47,149.16,23437.45,24,Ambient,2023-09-21,2025-03-16,847,23.13,83911.39,Rajasthan,Retail,738,94.0,51.49
West Bengal,747.05,268,Large,2022-03-09,21,Curd,Dodla Dairy,709.79,115.9,47040.67,271,Frozen,2021-01-30,2025-05-30,168,123.66,151703.6,Jharkhand,Retail,993,54.8,172.47
Tamil Nadu,403.7,461,Medium,2023-02-04,1,Ghee,Amul,506.69,117.35,48294.56,157,Ambient,2019-10-30,2024-08-28,355,130.42,8550.03,West Bengal,Retail,1007,25.85,78.96
Uttar Pradesh,33.02,122,Medium,2019-04-19,7,Buttermilk,Dynamix Dairies,827.14,92.14,27273.49,156,Polythene Packet,2023-11-29,2025-01-30,788,165.28,73722.45,Maharashtra,Retail,116,75.62,170.83
Maharashtra,426.74,237,Large,2021-07-24,8,Buttermilk,Amul,719.24,125.15,91537.98,328,Frozen,2019-07-15,2024-12-14,696,20.49,101916.23,Jharkhand,Online,639,53.4,194.17
Uttar Pradesh,499.21,162,Large,2023-07-17,42,Paneer,Raj,515.09,102.94,24499.7,128,Ambient,2021-09-10,2025-11-19,856,88.68,37003.52,Telangana,Online,1256,26.95,168.19
Jharkhand,542.04,335,Medium,2022-04-28,31,Paneer,Passion Cheese,420.99,46.33,4710.38,289,Ambient,2019-10-09,2024-03-21,7,142.73,59816.46,Chandigarh,Retail,1002,68.51,110.51
Bihar,351.24,470,Large,2021-05-13,39,Cheese,Sudha,129.88,63.82,51030.37,172,Polythene Packet,2023-09-29,2024-02-16,570,159.29,172335.07,Gujarat,Online,1482,91.22,17.22
Bihar,217.7,401,Large,2019-11-23,14,Paneer,Dodla Dairy,264.0,125.75,22475.33,254,Tetra Pack,2021-03-20,2024-02-02,724,120.94,98012.56,Maharashtra,Wholesale,1329,76.82,88.0
Delhi,992.06,49,Medium,2021-11-19,18,Butter,Passion Cheese,460.11,97.96,33349.93,19,Polythene Packet,2020-11-16,2025-09-20,438,116.96,165551.15,Delhi,Retail,1069,24.39,80.81
Uttar Pradesh,332.37,427,Large,2023-02-12,27,Ghee,Palle2patnam,201.93,112.25,62090.91,113,Refrigerated,2023-01-16,2024-07-29,324,27.67,97329.33,Kerala,Online,596,2.58,77.53
Delhi,912.59,72,Medium,2020-12-08,32,Lassi,Dodla Dairy,964.4,166.96,86311.66,147,Polythene Packet,2022-06-08,2025-09-15,491,131.57,6091.69,Kerala,Wholesale,1217,53.61,93.48
Uttar Pradesh,75.16,62,Small,2023-10-19,28,Ice Cream,Raj,602.02,39.51,32477.27,154,Ambient,2019-12-24,2024-08-22,419,83.59,168397.78,West Bengal,Retail,1487,98.39,26.55
Rajasthan,182.95,293,Large,2019-12-17,27,Ghee,Amul,572.16,144.31,39500.28,311,Tetra Pack,2021-12-20,2025-02-01,856,163.27,81373.38,Uttar Pradesh,Wholesale,1316,33.84,109.0
Chandigarh,487.98,68,Small,2020-04-22,41,Buttermilk,Britannia Industries,395.82,37.32,41285.5,58,Tetra Pack,2020-02-07,2024-08-24,991,163.18,188328.19,Haryana,Online,654,49.12,55.19
Jharkhand,949.0,359,Large,2020-11-18,16,Lassi,Warana,396.22,117.73,69670.37,145,Polythene Packet,2021-06-13,2024-07-23,645,68.22,39977.22,Chandigarh,Wholesale,256,78.45,48.94
West Bengal,847.14,98,Medium,2022-07-16,15,Butter,Parag Milk Foods,937.73,125.92,71625.72,315,Refrigerated,2021-06-30,2024-07-22,501,123.86,47074.06,Karnataka,Retail,473,73.73,106.14
Kerala,172.33,18,Large,2022-02-03,4,Butter,Sudha,321.9,117.39,9760.45,12,Frozen,2020-08-21,2024-10-03,99,64.49,120190.73,Jharkhand,Online,59,80.07,141.06
Tamil Nadu,55.15,441,Medium,2022-03-13,43,Buttermilk,Passion Cheese,310.37,134.36,16062.01,235,Frozen,2021-12-10,2024-02-02,375,162.04,199299.42,Karnataka,Wholesale,669,77.28,153.67
Telangana,719.8,257,Large,2021-10-15,3,Lassi,Dodla Dairy,903.77,30.54,45423.63,198,Frozen,2023-07-02,2024-01-05,379,98.52,108025.47,Jharkhand,Online,582,24.27,6.52
Madhya Pradesh,276.18,404,Medium,2023-02-16,5,Cheese,Dynamix Dairies,291.74,39.66,85908.87,59,Ambient,2020-09-09,2025-07-15,12,70.91,124824.53,Bihar,Retail,1023,19.11,48.26
Madhya Pradesh,478.79,187,Small,2021-06-29,12,Lassi,Parag Milk Foods,561.36,41.98,35548.75,90,Frozen,2019-04-22,2025-03-04,167,38.54,12858.31,West Bengal,Retail,1476,92.93,144.43
Bihar,60.72,53,Large,2023-08-25,47,Ghee,Raj,972.09,92.73,92246.1,280,Polythene Packet,2021-03-18,2025-02-15,637,92.26,124154.75,Maharashtra,Retail,1103,38.14,170.39
Gujarat,335.03,440,Medium,2020-01-10,23,Butter,Passion Cheese,125.28,158.15,85790.68,18,Frozen,2020-12-11,2024-10-06,616,163.96,178383.63,Tamil Nadu,Retail,978,36.87,163.61
Jharkhand,871.01,336,Large,2022-01-03,11,Curd,Raj,898.54,169.49,66600.57,325,Ambient,2023-12-02,2024-12-04,857,106.73,164728.13,Chandigarh,Wholesale,1278,65.72,106.82
Haryana,99.06,216,Small,2021-07-24,14,Curd,Mother Dairy,376.79,110.62,5891.62,298,Ambient,2023-05-15,2024-10-01,271,103.09,110176.63,Chandigarh,Online,1309,41.04,36.43
Haryana,648.1,331,Large,2022-12-13,21,Cheese,Amul,217.83,78.46,46571.76,200,Tetra Pack,2021-08-23,2025-11-11,77,67.13,115106.06,Maharashtra,Online,1270,57.61,89.63
Telangana,433.87,493,Large,2023-11-29,39,Curd,Britannia Industries,50.69,132.99,61414.93,229,Polythene Packet,2019-03-14,2025-07-09,85,60.14,82323.45,Bihar,Wholesale,1013,2.77,187.32
Tamil Nadu,182.07,474,Small,2021-03-09,24,Lassi,Sudha,260.38,173.66,21641.25,324,Polythene Packet,2021-03-02,2025-10-07,497,120.68,30194.38,Chandigarh,Wholesale,181,35.96,11.92
Telangana,711.35,204,Small,2019-07-24,12,Curd,Parag Milk Foods,358.85,65.57,61890.53,275,Tetra Pack,2021-05-19,2024-11-22,887,39.23,34395.8,West Bengal,Wholesale,843,89.67,151.01
Tamil Nadu,935.33,141,Large,2021-05-31,23,Butter,Raj,372.13,43.0,65200.04,291,Refrigerated,2019-08-11,2025-07-29,246,107.13,82664.09,Madhya Pradesh,Wholesale,995,35.81,165.47
Madhya Pradesh,991.09,53,Medium,2020-02-09,11,Yogurt,Palle2patnam,954.98,86.1,42785.76,64,Frozen,2020-07-26,2025-08-15,64,53.24,16126.36,Gujarat,Wholesale,166,72.66,121.32
Karnataka,485.47,171,Large,2021-10-08,19,Buttermilk,Parag Milk Foods,780.89,33.19,35390.57,317,Polythene Packet,2019-03-27,2024-11-14,736,160.88,116420.54,Jharkhand,Wholesale,543,86.88,120.32
Haryana,404.37,447,Small,2021-03-23,22,Lassi,Parag Milk Foods,211.86,165.55,39747.86,279,Refrigerated,2023-02-23,2024-08-20,714,48.33,185969.8,Gujarat,Wholesale,865,73.52,8.61
Maharashtra,400.82,268,Small,2019-06-12,36,Curd,Sudha,728.28,21.46,78959.21,119,Frozen,2019-07-24,2025-05-25,892,73.75,2832.44,Uttar Pradesh,Wholesale,302,45.34,182.84
Haryana,697.36,475,Medium,2020-05-12,14,Butter,Raj,334.0,62.05,5255.82,56,Ambient,2022-11-10,2025-10-26,232,57.73,21192.0,Karnataka,Wholesale,441,15.06,80.41
Chandigarh,891.21,378,Medium,2023-03-23,49,Ghee,Britannia Industries,379.19,149.11,31662.36,185,Frozen,2021-05-05,2024-04-07,412,23.39,160791.01,Maharashtra,Retail,1437,25.25,2.65
Haryana,594.93,414,Large,2020-06-13,43,Buttermilk,Warana,613.36,142.47,28192.09,140,Polythene Packet,2023-12-11,2024-03-11,874,151.1,153119.26,Haryana,Online,35,42.63,57.18
Bihar,418.28,198,Small,2023-01-13,16,Lassi,Parag Milk Foods,666.24,104.06,60724.59,80,Ambient,2023-05-26,2024-09-14,316,60.47,8895.59,Kerala,Retail,1099,67.4,150.88
Uttar Pradesh,384.81,217,Small,2020-01-31,32,Milk,Dodla Dairy,299.75,29.23,40912.8,147,Refrigerated,2021-01-15,2025-05-05,107,23.09,156064.54,Madhya Pradesh,Retail,524,74.21,81.95
Telangana,309.6,457,Small,2020-12-08,11,Yogurt,Dynamix Dairies,817.61,169.88,99634.21,281,Polythene Packet,2021-09-24,2025-09-10,514,111.75,23817.72,Delhi,Online,13,96.3,142.31
Karnataka,886.39,216,Medium,2022-11-22,36,Ice Cream,Passion Cheese,925.23,28.32,73693.1,211,Frozen,2023-01-07,2025-09-24,458,23.87,171703.48,Gujarat,Online,1183,59.6,32.93
Karnataka,624.71,258,Medium,2022-06-26,24,Buttermilk,Sudha,876.61,36.96,59736.03,292,Tetra Pack,2019-03-02,2024-06-01,266,40.1,176987.44,Tamil Nadu,Retail,1140,28.94,132.21
Bihar,90.08,355,Small,2019-08-14,1,Milk,Amul,229.66,189.58,21674.95,97,Frozen,2023-03-02,2024-09-07,190,149.76,73098.23,Maharashtra,Wholesale,676,72.68,123.61
Maharashtra,880.51,424,Small,2022-03-16,14,Paneer,Amul,198.61,189.74,80328.35,153,Polythene Packet,2020-04-02,2025-08-12,951,94.58,120739.81,Maharashtra,Online,716,12.57,149.48
Jharkhand,406.89,155,Small,2021-02-01,39,Paneer,Britannia Industries,199.18,66.4,64803.94,38,Ambient,2021-11-21,2025-02-04,394,128.57,68797.62,West Bengal,Retail,1113,66.27,150.16
Delhi,562.93,461,Small,2019-06-26,22,Milk,Britannia Industries,725.59,178.47,25380.71,165,Tetra Pack,2022-12-20,2025-09-13,594,74.42,195855.27,Kerala,Wholesale,984,81.9,76.32
Rajasthan,168.37,114,Small,2019-10-10,46,Ice Cream,Raj,507.18,128.21,31252.9,303,Polythene Packet,2021-10-21,2024-07-09,741,164.79,102274.57,Chandigarh,Wholesale,1,82.69,32.16
Delhi,125.97,38,Large,2022-01-01,22,Milk,Parag Milk Foods,423.8,189.24,70702.75,265,Refrigerated,2019-09-23,2025-06-02,624,36.51,194661.3,Gujarat,Online,283,67.82,138.52
Delhi,784.9,171,Large,2022-06-21,24,Milk,Amul,342.51,28.7,21334.28,208,Tetra Pack,2021-11-11,2024-07-21,335,176.08,130865.39,Tamil Nadu,Online,116,74.47,53.52
Uttar Pradesh,715.09,390,Large,2023-05-26,23,Milk,Palle2patnam,878.65,83.14,58321.04,290,Frozen,2022-03-08,2024-10-18,69,43.8,143883.07,Tamil Nadu,Online,3,98.97,198.36
Bihar,696.72,372,Small,2021-07-14,3,Cheese,Dynamix Dairies,451.87,93.2,58005.59,120,Refrigerated,2022-07-13,2024-02-23,392,92.51,197504.35,Chandigarh,Online,1473,10.99,178.89
Telangana,996.59,55,Medium,2022-06-24,3,Yogurt,Palle2patnam,962.28,132.95,12857.05,281,Tetra Pack,2023-08-30,2024-05-18,730,152.8,45522.67,Uttar Pradesh,Online,849,94.39,69.0
Chandigarh,943.9,368,Medium,2023-10-24,7,Ice Cream,Passion Cheese,324.88,128.66,11938.76,18,Tetra Pack,2019-08-31,2025-02-04,7,170.51,154302.51,Madhya Pradesh,Online,593,74.04,179.05
Haryana,769.92,471,Medium,2021-10-24,11,Paneer,Dodla Dairy,942.75,59.63,23427.75,272,Polythene Packet,2020-04-30,2025-10-05,775,67.75,155960.39,Bihar,Online,1058,32.34,106.61
Rajasthan,704.46,192,Large,2019-12-17,48,Butter,Palle2patnam,77.41,96.4,13229.7,159,Frozen,2022-04-11,2025-02-02,931,171.44,161542.35,West Bengal,Wholesale,1331,78.57,124.15
Madhya Pradesh,890.56,156,Large,2019-02-24,22,Ice Cream,Palle2patnam,460.75,89.74,5427.5,95,Ambient,2022-02-16,2025-06-18,369,68.32,129684.55,Gujarat,Wholesale,198,68.54,9.21
Kerala,666.4,224,Small,2019-06-25,41,Yogurt,Mother Dairy,538.67,103.19,3679.19,178,Ambient,2019-12-29,2024-06-17,218,118.48,197616.79,West Bengal,Online,591,85.44,163.63
